Customer ID,Customer Name,Invoice/CM #,Date,Sales Representative ID,Quantity,Item ID,Description,G/L Account,Unit Price,Amount,U/M ID,Ship to City
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D210521,Pure light SPF30 4oz,40000SSD,215,-215,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D210527,ChromaWhite Complex 1 oz,40000SSD,169,-169,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D201712,Clearing Skin Wash 32oz,40000SSD,185,-185,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213401,Skin Exfoliant System MDB,40000SSD,275,-275,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D209503,Sebum Clearing Masque 6oz,40000SSD,175,-175,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213351,Oil Free Massage 7oz,40000SSD,132,-132,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D213331,MediBac Clearing Complex 1.0oz,40000SSD,169,-169,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D210544,Clinical Oatmeal 16oz,40000SSD,165,-165,453 g,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,D3824B,Dermalogica Fan/Masque Brush,40000SSD,17,-17,EACH,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,DR9099A,Dermalogica Towel S,40000SSD,0,0,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,DR9099B,Dermalogica Towel M,40000SSD,0,0,<Each>,Abu Dhabi
01ROOTS,Roots Salon,DC96064,02/09/2015,HF,1,DR9099C,Dermalogica Towel L,40000SSD,0,0,<Each>,Abu Dhabi
RIP,"Riyadh Pharmacy, Sharjah",DC96065,02/09/2015,JEAS,50,VNF00177,Natal Care 60's Lot#1405023 Exp8/16,40000VO,75,-3750,60's,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",DC96065,02/09/2015,JEAS,15,VNF00177,Natal Care 60's Lot#1405023 Exp8/16,40000VO,0,0,60's,Sharjah
RIP,"Riyadh Pharmacy, Sharjah",DC96065,02/09/2015,JEAS,0,,Discount,40000VO,0,1125,,Sharjah
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,2,D201301,Essential Cleansing Sol -946ml,40000SSD,96,-192,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,4,D210629,Skin Smoothing Cream 177ml,40000SSD,92.8,-371.2,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,6,D211596,Active Moist 177ml,40000SSD,92.8,-556.8,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,6,D210726,Scaling Fluid  237ml,40000SSD,76.8,-460.8,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,6,D211121,Skin Prep Scrub - 177ml,40000SSD,60.8,-364.8,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,4,D213121,Calming Botanical Mixer 118ml,40000SSD,76.8,-307.2,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,2,D106403,Climate Control Lips 9pk,40000SSD,137.1,-274.2,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,4,D103605,Super Rich 1.7oz (R),40000SSD,156.8,-627.2,75ml,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,2,D110607,Power Rich RetaiL Pack 50ml,40000SSD,367,-734,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,6,D110710,Skin Hydrating Booster 30ml,40000SSD,105.8,-634.8,<Each>,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,0,,,40000SSD,0,4523,,Beirut
05DP,Dermapure Sarl.,DC96066,02/09/2015,GM001,0,,,40000SSDL,0,-4523,,Beirut
01AMIRS,Al Marjan Island Resort & Spa,DC96067,02/09/2015,TATG,9,DV99A1888,Black pump for 900ml,40000SHDV,0,0,<Each>,RAK
01AMIRS,Al Marjan Island Resort & Spa,DC96067,02/09/2015,TATG,5,DV99A1859,Pump for 1000 ml ECOMILLE,40000SHDV,0,0,<Each>,RAK
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,5,D210716,M/V Power Recovery Masq 177ml,40000SSD,193,-965,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,3,D213061,Colloidal Masque Base 170gm,40000SSD,158,-474,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D211121,Skin Prep Scrub - 177ml,40000SSD,115,-115,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D210683,AGE Smart Complex (1.0oz),40000SSD,169,-169,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D210527,ChromaWhite Complex 1 oz,40000SSD,169,-169,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D213331,MediBac Clearing Complex 1.0oz,40000SSD,169,-169,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D210545,Ultra Calming Complex 1.0oz,40000SSD,169,-169,EACH,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D210521,Pure light SPF30 4oz,40000SSD,215,-215,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D210108,"Sun Booster SPF-50, 4oz",40000SSD,245,-245,<Each>,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,1,D210542,Ultra Calming Mist 12.0oz,40000SSD,115,-115,EACH,Dubai
01SMC,Sawsan Medical Centre,DC96068,02/09/2015,QY,2,D3824B,Dermalogica Fan/Masque Brush,40000SSD,17,-34,EACH,Dubai
QTech,Q Tech for General Trading LLC,DC96069,02/09/2015,,2,LK3546561,KSTY. Fibre Paste Molding Paste 100ml,40000SHLK,44.49,-88.98,<Each>,DUBAI
01YBS,Yas Beauty Spa,DC96070,02/09/2015,JMD,2,D110522,Tri-Active Cleanse 5.1,40000SSD,189,-378,<Each>,Dubai
01YBS,Yas Beauty Spa,DC96070,02/09/2015,JMD,2,D110524,Extreme C 0.3oz,40000SSD,385,-770,<Each>,Dubai
01YBS,Yas Beauty Spa,DC96070,02/09/2015,JMD,2,D110521,Pure Light SPF30 1.7oz,40000SSD,289,-578,<Each>,Dubai
01YBS,Yas Beauty Spa,DC96070,02/09/2015,JMD,2,D111066,Intensive Moisture Bal 50ml,40000SSD,179,-358,<Each>,Dubai
01YBS,Yas Beauty Spa,DC96070,02/09/2015,JMD,1,D110616,Multi-Active Toner 250mlR,40000SSD,145,-145,<Each>,Dubai
01YBS,Yas Beauty Spa,DC96070,02/09/2015,JMD,0,,Discount,40000SSD,0,780.15,,Dubai
01ARSAW,"Aroushi Beauty Salon, Al Wasl",DC96071,02/09/2015,QY,3,D210700,Daily Microfoliant 6oz,40000SSD,176,-528,<Each>,Dubai
01ARSAW,"Aroushi Beauty Salon, Al Wasl",DC96071,02/09/2015,QY,3,D210542,Ultra Calming Mist 12.0oz,40000SSD,115,-345,EACH,Dubai
01ARSAW,"Aroushi Beauty Salon, Al Wasl",DC96071,02/09/2015,QY,2,D213101,Post-Extraction Solution 8oz,40000SSD,99,-198,<Each>,Dubai
01ARSAW,"Aroushi Beauty Salon, Al Wasl",DC96071,02/09/2015,QY,3,D213131,Purifying Botanical Mxr 118ml,40000SSD,125,-375,<Each>,Dubai
01ARSAW,"Aroushi Beauty Salon, Al Wasl",DC96071,02/09/2015,QY,3,D210716,M/V Power Recovery Masq 177ml,40000SSD,193,-579,<Each>,Dubai
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV99A2214,Kit 12 bags for travel size,40000SHDV,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,2,DV3273221,NOUNOU shampoo = Nourishing Illuminating Shampoo  75ml,40000SHDV,0,0,75ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,2,DV3273222,NOUNOU conditioner  = Nourishing Illuminating Cream 75ml,40000SHDV,0,0,75ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV55574012,DAVINES AUTHENTIC Nourishing Oil 140ml,40000SHDV,0,0,150ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV3071174,Well Being Conditioner 150ml,40000SHDV,0,0,150 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV3071170,Well Being Shampoo 250ml,40000SHDV,0,0,250 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV99A1589,Samll gift Box 2009,40000SHDV,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV2871160,Purifying Shampoo travel size 100ml,40000SHDV,0,0,100 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV2971207,Detoxifying Scrub Shampoo t/size 100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV2871165,Rebalancing Shampoo travel size 100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV2671145,Energizing shampoo travel size 100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV2771151,Nourishing Shampoo travel size 100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV3071171,Well Being Shampoo travel size 100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV3171178,Calming Shampoo travel size100ml,40000SHDV,0,0,100ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV3071208,Well Being Conditioner travel size 60ml,40000SHDV,0,0,60ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV2771156,Nourishing Vegetarian Miracle Condtioner travel size 60ml,40000SHDV,0,0,60ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV5273311,DEHC OI Shampoo 90 ML,40000SHDV,0,0,90ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV5273312,DEHC OI Conditioner 75 ml,40000SHDV,0,0,75 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV5273313,DEHC OI All In One Milk 50 ml,40000SHDV,0,0,50 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,DV99A0831,Black pump 250ml 1,40000SHDV,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ2910520,SACRED NATURE ORGANIC KIT new,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ2910519,TRANQUILLITY TIME KIT new,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ6320045,AROMASOUL NOURISHING MASSAGE OIL *,40000SSCZ,0,0,250 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ6320159,AROMASOUL ARABIAN HAMMAM BLEND,40000SSCZ,0,0,100 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ2310057,MONTICELLI  SPA MUD,40000SSCZ,0,0,4X100 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ98B0859,DO NOT DISTURB ita/ing (SET OF 10 TAGS),40000SSCZ,0,0,150 gr,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ99B0644,ACT PURENESS SYSTEM SET (10 PCS) BROCHURE+SAMPLE,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ98B0849,GLORIOUS SKIN SYSTEM SET,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ99B0985,Retail Guide Line Eng,40000SSCZ,0,0,each,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,0.1,CZ99B0238,GIFT BOX - set 10 pcs *,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ2410426,TRANQUILLITY SHOWER CREAM,40000SSCZ,0,0,200 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ2410321,TRANQUILLITY BATH AND BODY OIL,40000SSCZ,0,0,200 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ98B0065,AROMASOUL  ARABIAN CANDLE,40000SSCZ,0,0,130 gr,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ6320182,AROMASOUL MEDITERRANEAN BLEND,40000SSCZ,0,0,15 ml,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ99B0733,SACRED NATURE FACE&BODY KIT,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ3010720,SKIN REGIMEN JUVENATE BODY SCRUB,40000SSCZ,0,0,55 ML,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ3110578,Natural Remedies Arnica,40000SSCZ,0,0,55 ML,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,1,CZ99B0963,Mini Brand Profile Eng,40000SSCZ,0,0,each,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,0.1,CZ98B0649,BODY STRATEGIST+SYSTEM SET,40000SSCZ,0,0,<Each>,
01ZSAMP- DTR,Davines Training Room - Samples,DC96072,02/09/2015,,0.1,CZ99B1019,SKIN REGIMEN HYDRA JUVEN SET 6*2ML,40000SSCZ,0,0,55 ML,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,2,DV2161038,"6,66 Dark Blonde Intense Red Newcolour",40000SHDV,34,-68,60ml,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,2,DV2161042,"6,4 Dark Blonde Copper 60ml",40000SHDV,34,-68,60ml,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,2,DV2161053,"66,0 Intense Dark Blonde New colour 60ml",40000SHDV,34,-68,60ml,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,2,DV2161021,"5,14 Light Brown Ash Copper Newcolour",40000SHDV,34,-68,60ml,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,1,DV2161052,"55,0 Intense Light Brown New colour 60ml",40000SHDV,34,-34,60ml,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,0,,Replacement,40000SHDV,0,0,,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,0,,,40000SHDV,0,306,,
11 OTH - DAVINES,Cash Davines International,DC96073,02/10/2015,,0,,,40000SHDVE,0,-306,,
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,3,DV3071170,Well Being Shampoo 250ml,40000SHDV,42,-126,250 ml,Dubai
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,3,DV3373235,MOMO shampoo =Moisturizing Shampoo  250ml,40000SHDV,45,-135,250ml,Dubai
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,3,DV3873259,"LOVE/ Shampoo, lovely smoothing shampoo  250ml",40000SHDV,45,-135,250ml,Dubai
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,3,DV3875041,"LOVE/ conditioner, lovely smoothing conditioner  250ml",40000SHDV,48,-144,250ml,Dubai
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,5,DV2771154,Nourishing Hair Building Pak 250ml,40000SHDV,78,-390,<Each>,Dubai
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,0,,,40000SHDV,0,930,,Dubai
01AFRLS-Consignment,Afrodita Ladies Salon,DC96074,02/10/2015,TATG,0,,,1160001,0,-930,,Dubai
EXCJLT,Excellture,DC96075,02/10/2015,,1,J44015009,Enlighten Concealer,40000JI,81.4,-81.4,0,DUBAI
EXCJLT,Excellture,DC96075,02/10/2015,,0,,,40000JI,0,81.4,,DUBAI
EXCJLT,Excellture,DC96075,02/10/2015,,0,,,40000JIW,0,-81.4,,DUBAI
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D211037,BS Peel Prep Sol 6.0,40000SSD,198,-396,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D211038,BS Peel Enz Actv 4.0,40000SSD,275,-550,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D211039,BS Peel Acid Actv 8.0,40000SSD,395,-790,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D211040,BS Peel Dceleratr 6.0,40000SSD,198,-396,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D4818INT,BS Peel merch Caddy,40000SSD,155,-310,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D4835,BA Peel Fan,40000SSD,20,-40,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D3824B,Dermalogica Fan/Masque Brush,40000SSD,17,-34,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D2024A,Plastic Mixing cup single,40000SSD,10,-20,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D4877,BA Peel Treatment Form 12pk,40000SSD,15,-30,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D4867,BA Peel Prospecting Brochure,40000SSD,25,-50,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,2,D3804F,Consultation Card Face12pk,40000SSD,15,-30,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96076,02/10/2015,HF,0,,Launch Deal,40000SSD,0,514,,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D213331,MediBac Clearing Complex 1.0oz,40000SSD,169,-169,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D211051,Precleanse 16oz,40000SSD,169,-169,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D210527,ChromaWhite Complex 1 oz,40000SSD,169,-169,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D213131,Purifying Botanical Mxr 118ml,40000SSD,125,-125,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D213411,"Acidic Activator, Part B 6oz",40000SSD,145,-145,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D210995,Massage Cream  170gm,40000SSD,110,-110,<Each>,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D211030,"MultiVitamin Thermafoliant, 6 oz (177 ml)",40000SSD,215,-215,EACH,Al Ain
01RADBC,Radiance Beauty Center,DC96077,02/10/2015,HF,1,D213101,Post-Extraction Solution 8oz,40000SSD,99,-99,<Each>,Al Ain
01SBL,Sisters Beauty Lounge,DC96079,02/10/2015,QY,1,D110700,Daily Microfoliant 2.7oz - Lida,40000SSD,0,0,<Each>,Dubai
01SBL,Sisters Beauty Lounge,DC96079,02/10/2015,QY,1,D110548,Barrier Repair 30ml - Cristina,40000SSD,0,0,<Each>,Dubai
01SBL,Sisters Beauty Lounge,DC96079,02/10/2015,QY,0,,Incentive,89000,0,0,,Dubai
MISC,Cash Customers,DC96080,02/10/2015,GM001,2,N0071,F.A.S.T. Shampoo,40000SHN,79,-158,each,Ras Al Kaihmah
MISC,Cash Customers,DC96080,02/10/2015,GM001,1,N0075,F.A.S.T. Conditioner,40000SHN,79,-79,each,Ras Al Kaihmah
01ZSAMP,SAMPLES ISSUED,DC96081,02/10/2015,,2,CZ1410459,EYE SUPREME LUXURIUS MASCARA (13 pieces),40000SSCZ,0,0,13*11 ml,
100MT,"Mutawa Trading, Shj",DC96082,02/10/2015,MSAM,2,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,194.25,-388.5,60's,Sharjah
100MT,"Mutawa Trading, Shj",DC96083,02/10/2015,MSAM,3,VNF00005,Ginseng Plus Caps - 60's  Lot1311030 Exp 12/15,40000VO,80,-240,60's,Sharjah
100MT,"Mutawa Trading, Shj",DC96083,02/10/2015,MSAM,2,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,135,-270,<Each>,Sharjah
100MT,"Mutawa Trading, Shj",DC96083,02/10/2015,MSAM,0,,Discount,40000VO,0,153,,Sharjah
100MT,"Mutawa Trading, Shj",DC96084,02/10/2015,MSAM,3,VTNF00275,Megaton tabs - 30's Lot#1404022 Exp06/16,40000VO,55,-165,30's,Sharjah
100MT,"Mutawa Trading, Shj",DC96084,02/10/2015,MSAM,0,,Discount,40000VO,0,41.25,,Sharjah
103AKP,Supercare Jumairah Phy,DC96085,02/10/2015,MUHJ,50,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,194.25,-9712.5,60's,Dubai
103AKP,Supercare Jumairah Phy,DC96085,02/10/2015,MUHJ,35,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,0,0,60's,Dubai
103AKP,Supercare Jumairah Phy,DC96086,02/10/2015,MUHJ,25,VNF00233,Lypotrim 90's Lot#1411026 Exp11/2016,40000VO,235,-5875,90's,Dubai
103AKP,Supercare Jumairah Phy,DC96086,02/10/2015,MUHJ,0,,Discount,40000VO,0,3231.25,,Dubai
ARP,Al Rais Pharmacy,DC96087,02/10/2015,AHKSNP,12,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,194.25,-2331,60's,Dubai
ARP,Al Rais Pharmacy,DC96087,02/10/2015,AHKSNP,3,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,0,0,60's,Dubai
01CARLS,Carmella Ladies Salon,DC96088,02/10/2015,HF,1,D211058,Controur Masque 142gm,40000SSD,60,-60,<Each>,Al Ain
01CARLS,Carmella Ladies Salon,DC96088,02/10/2015,HF,1,D210544,Clinical Oatmeal 16oz,40000SSD,165,-165,453 g,Al Ain
01CARLS,Carmella Ladies Salon,DC96088,02/10/2015,HF,4,D3824B,Dermalogica Fan/Masque Brush,40000SSD,17,-68,EACH,Al Ain
DANPUQ,"Dana Pharmacy, Umm Al Quwain",CN06232,02/10/2015,MUHJ,-25,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,194.25,4856.25,60's,Umm Al Quwain
DANPUQ,"Dana Pharmacy, Umm Al Quwain",CN06232,02/10/2015,MUHJ,-7,VNF00012,Vigormax 60's Lot#1408003 Exp10/16,40000VO,0,0,60's,Umm Al Quwain
DANPUQ,"Dana Pharmacy, Umm Al Quwain",CN06232,02/10/2015,MUHJ,0,,DC95841/NOT ORDERED,40000VO,0,0,,Umm Al Quwain
ARAWP,Al Rawdha Pharmacy,CN06233,02/10/2015,ANMT,-25,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,135,3375,<Each>,Dubai
ARAWP,Al Rawdha Pharmacy,CN06233,02/10/2015,ANMT,-10,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,0,0,<Each>,Dubai
ARAWP,Al Rawdha Pharmacy,CN06233,02/10/2015,ANMT,0,,Discount,40000VO,0,-1012.5,,Dubai
ARAWP,Al Rawdha Pharmacy,CN06233,02/10/2015,ANMT,0,,DC95694/NOT REQUIRED,40000VO,0,0,,Dubai
LAMYAP,Lamya Pharmacy LLC,CN06235,02/10/2015,JEAS,-25,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,135,3375,<Each>,Ajman
LAMYAP,Lamya Pharmacy LLC,CN06235,02/10/2015,JEAS,-10,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,0,0,<Each>,Ajman
LAMYAP,Lamya Pharmacy LLC,CN06235,02/10/2015,JEAS,0,,DISCOUNT,40000VO,0,-1012.5,,Ajman
LAMYAP,Lamya Pharmacy LLC,CN06235,02/10/2015,JEAS,0,,DC95850/NOT REQUIRED,40000VO,0,0,,Ajman
NBSP,New Bait Al Shifa Pharmacy,CN06234,02/10/2015,JEAS,-12,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,135,1620,<Each>,Dubai
NBSP,New Bait Al Shifa Pharmacy,CN06234,02/10/2015,JEAS,-3,VNF00008,Megaton tabs - 100's  Lot#1311015 Exp12/15,40000VO,0,0,<Each>,Dubai
NBSP,New Bait Al Shifa Pharmacy,CN06234,02/10/2015,JEAS,-12,VNF00006,Glow & Grow tabs - 60's Lot#1412004 Exp12/16,40000VO,130,1560,<Each>,Dubai
NBSP,New Bait Al Shifa Pharmacy,CN06234,02/10/2015,JEAS,-3,VNF00006,Glow & Grow tabs - 60's Lot#1412004 Exp12/16,40000VO,0,0,<Each>,Dubai
NBSP,New Bait Al Shifa Pharmacy,CN06234,02/10/2015,JEAS,0,,Discount,40000VO,0,-954,,Dubai
NBSP,New Bait Al Shifa Pharmacy,CN06234,02/10/2015,JEAS,0,,DC95817/ NOT REQUIRED,40000VO,0,0,,Dubai
125AM-CCP,City Care Pharmacy,CN06231,02/10/2015,ANMT,-12,VNF00013,Libizire 60's Lot#1311001 Exp12/15,40000VO,160.38,1924.56,60's,Dubai
125AM-CCP,City Care Pharmacy,CN06231,02/10/2015,ANMT,0,,DC95711/SHORT EXPIRY,40000VO,0,0,,Dubai
125AM-CCP,City Care Pharmacy,CN06231.1,02/10/2015,ANMT,-3,VNF00013,Libizire 60's Lot#1311001 Exp12/15,40000VO,0,0,60's,Dubai
125AM-CCP,City Care Pharmacy,CN06231.1,02/10/2015,ANMT,0,,DC95712/SHORT EXPIRY,40000VO,0,0,,Dubai
NR-NNRP,New Nadd Rashid Pharmacy,CN06236,02/10/2015,MUK,-6,VNF00038,Thom (Garlic) 60's Lot#1212002 Exp#12/14,40000VO,45,270,60's,Dubai
NR-NNRP,New Nadd Rashid Pharmacy,CN06236,02/10/2015,MUK,-1,VNF00038,Thom (Garlic) 60's Lot#1212002 Exp#12/14,40000VO,0,0,60's,Dubai
NR-NNRP,New Nadd Rashid Pharmacy,CN06236,02/10/2015,MUK,0,,Discount,40000VO,0,-81,,Dubai
NR-NNRP,New Nadd Rashid Pharmacy,CN06236,02/10/2015,MUK,0,,DC94619/CANCELL,40000VO,0,0,,Dubai
MRSP,Marina star pharmacy LLC,CN06228,02/10/2015,NS,-1,D101304,Essnt'l Cleaning Sol 250ml-R,40000SSD,149,149,<Each>,Dubai
MRSP,Marina star pharmacy LLC,CN06228,02/10/2015,NS,0,,DISCOUNT,40000SSD,0,-37.25,,Dubai
